https://terminology.dhp.uz/fhir/core/CodeSystem/observation-lab-research-codes-cs/										
test-0015-00016	26458-0	Monotsitlar	Моноциты	Monocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00017	26459-8	Leyko-eritroblastik nisbat	Лейко-эритробластическое соотношение	Myeloid/erythroid ratio in Bone marrow						
test-0015-00018	26460-6	Neytrofillar yetilish indeksi	Индекс созревания нейтрофилов	Neutrophil maturation index in Bone marrow						
test-0015-00019	26461-4	Proeritroblastlar	Проэритробласты	Proerythroblasts/100 erythroid cells in Bone marrow by Manual count						
test-0015-00020	26462-2	Bazofil eritroblastlar	Базофильные эритробласты	Erythroblasts.basophilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00021	26463-0	Polixromatofil eritroblastlar	Полихроматофильные эритробласты	Erythroblasts.polychromatophilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00022	26464-8	Oksifil eritroblastlar	Оксифильные эритробласты	Erythroblasts.oxyphilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00023	26465-5	Polixromatofil normoblastlar	Полихроматофильные нормобласты	Normoblasts.polychromatophilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00024	26466-3	Oksifil normoblastlar	Оксифильные нормобласты	Normoblasts.oxyphilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00025	74452-5	Promegaloblastlar	Промегалобласты	Megaloblasts.pro/100 erythroid cells in Bone marrow by Manual count						
test-0015-00026	74453-3	Bazofil megaloblastlar	Базофильные мегалобласты	Megaloblasts.basophilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00027	74454-1	Polixromatofil megaloblastlar	Полихроматофильные мегалобласты	Megaloblasts.polychromatophilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00028	74455-8	Oksifil megaloblastlar	Оксифильные мегалобласты	Megaloblasts.oxyphilic/100 erythroid cells in Bone marrow by Manual count						
test-0015-00029	74456-6	Megakarioblastlar	Мегакариобласты	Megakaryoblasts/100 cells in Bone marrow by Manual count						
test-0015-00030	74457-4	Promegakariotsitlar	Промегакариоциты	Promegakaryocytes/100 cells in Bone marrow by Manual count						
test-0015-00031	74458-2	Megakariotsitlar	Мегакариоциты	Megakaryocytes/100 cells in Bone marrow by Manual count						
test-0015-00032	74459-0	Retikulyar hujayralar	Ретикулярные клетки	Reticular cells [#/100 cells] in Bone marrow by Manual count						
test-0015-00033	26467-1	Plazmoblastlar	Плазмобласты	Plasmablasts/100 leukocytes in Bone marrow by Manual count						
test-0015-00034	74460-8	Proplazmotsitlar	Проплазмоциты	Proplasmocytes/100 leukocytes in Bone marrow by Manual count						
test-0015-00035	26468-9	Plazmatik hujayralar	Плазматические клетки	Plasma cells/100 leukocytes in Bone marrow by Manual count						
test-0015-00036	74461-6	Granulopoez hujayralarining mitozi	Митоз клеток гранулопоэза	Myelopoiesis cells mitosis [Presence] in Bone marrow						
test-0015-00037	74462-4	Eritropoez hujayralarining mitozi	Митоз клеток эритропоэза	Erythropoiesis cells mitosis [Presence] in Bone marrow						
test-0015-00038	74463-2	Eritroblastlar va normoblastlar sitoplazmasining yetilish indeksi	Индекс зрелости цитоплазмы эритробластов и нормобластов	Cytoplasmic maturation index of erythroid cells in Bone marrow						
